step,DQN (exp_frac=0.5) - _step,DQN (exp_frac=0.5) - _step__MIN,DQN (exp_frac=0.5) - _step__MAX,DQN (exp_frac=0.5) - reward,DQN (exp_frac=0.5) - reward__MIN,DQN (exp_frac=0.5) - reward__MAX,DQN (exp_frac=0.1) - _step,DQN (exp_frac=0.1) - _step__MIN,DQN (exp_frac=0.1) - _step__MAX,DQN (exp_frac=0.1) - reward,DQN (exp_frac=0.1) - reward__MIN,DQN (exp_frac=0.1) - reward__MAX,HAP (ours) - _step,HAP (ours) - _step__MIN,HAP (ours) - _step__MAX,HAP (ours) - reward,HAP (ours) - reward__MIN,HAP (ours) - reward__MAX,SAC - _step,SAC - _step__MIN,SAC - _step__MAX,SAC - reward,SAC - reward__MIN,SAC - reward__MAX,A2C - _step,A2C - _step__MIN,A2C - _step__MAX,A2C - reward,A2C - reward__MIN,A2C - reward__MAX,TD3 - _step,TD3 - _step__MIN,TD3 - _step__MAX,TD3 - reward,TD3 - reward__MIN,TD3 - reward__MAX
98906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10594,10594,10594,0.394,0.394,0.394
98925,,,,,,,,,,,,,,,,,,,,,,,,,143,143,143,0.356,0.356,0.356,,,,,,
98926,,,,,,,,,,,,,,,,,,,2179,2179,2179,0.793,0.793,0.793,,,,,,,,,,,,
98928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10598,10598,10598,0.396,0.396,0.396
98956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10603,10603,10603,0.359,0.359,0.359
98967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10605,10605,10605,0.368,0.368,0.368
98973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10606,10606,10606,0.368,0.368,0.368
98979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10607,10607,10607,0.36,0.36,0.36
98982,241,241,241,0.7163122534298758,0.7163122534298758,0.7163122534298758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99022,,,,,,,,,,,,,253,253,253,0.8171105341184305,0.8171105341184305,0.8171105341184305,,,,,,,,,,,,,,,,,,
99029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10616,10616,10616,0.392,0.392,0.392
99046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10619,10619,10619,0.42,0.42,0.42
99048,,,,,,,245,245,245,0.22681847939120647,0.22681847939120647,0.22681847939120647,,,,,,,,,,,,,,,,,,,,,,,,
99057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10621,10621,10621,0.428,0.428,0.428
99078,,,,,,,,,,,,,,,,,,,2180,2180,2180,0.792,0.792,0.792,,,,,,,,,,,,
99079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10625,10625,10625,0.445,0.445,0.445
99096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10628,10628,10628,0.47,0.47,0.47
99102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10629,10629,10629,0.461,0.461,0.461
99108,,,,,,,,,,,,,,,,,,,2181,2181,2181,0.796,0.796,0.796,,,,,,,,,,,,
99118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10632,10632,10632,0.451,0.451,0.451
99135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10635,10635,10635,0.47,0.47,0.47
99139,,,,,,,,,,,,,,,,,,,2182,2182,2182,0.8,0.8,0.8,,,,,,,,,,,,
99152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10638,10638,10638,0.456,0.456,0.456
99163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10640,10640,10640,0.476,0.476,0.476
99169,,,,,,,,,,,,,,,,,,,2183,2183,2183,0.807,0.807,0.807,,,,,,,,,,,,
99191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10645,10645,10645,0.466,0.466,0.466
99199,,,,,,,,,,,,,,,,,,,2184,2184,2184,0.802,0.802,0.802,,,,,,,,,,,,
99230,,,,,,,,,,,,,,,,,,,2185,2185,2185,0.815,0.815,0.815,,,,,,,,,,,,
99260,,,,,,,,,,,,,,,,,,,2186,2186,2186,0.821,0.821,0.821,,,,,,,,,,,,
99290,,,,,,,,,,,,,,,,,,,2187,2187,2187,0.8255,0.8255,0.8255,,,,,,,,,,,,
99356,242,242,242,0.7262721512477778,0.7262721512477778,0.7262721512477778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99413,,,,,,,,,,,,,254,254,254,0.7948036769832936,0.7948036769832936,0.7948036769832936,,,,,,,,,,,,,,,,,,
99428,,,,,,,246,246,246,0.22289322643973797,0.22289322643973797,0.22289322643973797,,,,,,,,,,,,,,,,,,,,,,,,
99446,,,,,,,,,,,,,,,,,,,2188,2188,2188,0.8145,0.8145,0.8145,,,,,,,,,,,,
99451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10654,10654,10654,0.471,0.471,0.471
99468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10657,10657,10657,0.47,0.47,0.47
99473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10658,10658,10658,0.479,0.479,0.479
99476,,,,,,,,,,,,,,,,,,,2189,2189,2189,0.8035,0.8035,0.8035,,,,,,,,,,,,
99506,,,,,,,,,,,,,,,,,,,2190,2190,2190,0.8155,0.8155,0.8155,,,,,,,,,,,,
99507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10664,10664,10664,0.451,0.451,0.451
99524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10667,10667,10667,0.433,0.433,0.433
99535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10669,10669,10669,0.413,0.413,0.413
99537,,,,,,,,,,,,,,,,,,,2191,2191,2191,0.8255,0.8255,0.8255,,,,,,,,,,,,
99546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10671,10671,10671,0.394,0.394,0.394
99563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10674,10674,10674,0.393,0.393,0.393
99567,,,,,,,,,,,,,,,,,,,2192,2192,2192,0.8265,0.8265,0.8265,,,,,,,,,,,,
99580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10677,10677,10677,0.372,0.372,0.372
99597,,,,,,,,,,,,,,,,,,,2193,2193,2193,0.8335,0.8335,0.8335,,,,,,,,,,,,
99602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10681,10681,10681,0.361,0.361,0.361
99628,,,,,,,,,,,,,,,,,,,2194,2194,2194,0.8425,0.8425,0.8425,,,,,,,,,,,,
99630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10686,10686,10686,0.334,0.334,0.334
99658,,,,,,,,,,,,,,,,,,,2195,2195,2195,0.8405,0.8405,0.8405,,,,,,,,,,,,
99698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10698,10698,10698,0.374,0.374,0.374
99715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10701,10701,10701,0.364,0.364,0.364
99730,243,243,243,0.7627438881646894,0.7627438881646894,0.7627438881646894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99791,,,,,,,,,,,,,,,,,,,2196,2196,2196,0.8405,0.8405,0.8405,,,,,,,,,,,,
99805,,,,,,,,,,,,,255,255,255,0.8288920364505646,0.8288920364505646,0.8288920364505646,,,,,,,,,,,,,,,,,,
99807,,,,,,,247,247,247,0.21756043315400964,0.21756043315400964,0.21756043315400964,,,,,,,,,,,,,,,,,,,,,,,,
99820,,,,,,,,,,,,,,,,,,,,,,,,,144,144,144,0.436,0.436,0.436,,,,,,
99821,,,,,,,,,,,,,,,,,,,2197,2197,2197,0.8415,0.8415,0.8415,,,,,,,,,,,,
99844,,,,,,,,,,,,,,,,,,,,,,,,,145,145,145,0.442,0.442,0.442,,,,,,
99852,,,,,,,,,,,,,,,,,,,2198,2198,2198,0.851,0.851,0.851,,,,,,,,,,,,
99882,,,,,,,,,,,,,,,,,,,2199,2199,2199,0.861,0.861,0.861,,,,,,,,,,,,
99912,,,,,,,,,,,,,,,,,,,2200,2200,2200,0.864,0.864,0.864,,,,,,,,,,,,
99934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10704,10704,10704,0.347,0.347,0.347
99943,,,,,,,,,,,,,,,,,,,2201,2201,2201,0.86,0.86,0.86,,,,,,,,,,,,
99945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10706,10706,10706,0.328,0.328,0.328
99973,,,,,,,,,,,,,,,,,,,2202,2202,2202,0.854,0.854,0.854,,,,,,,,,,,,
99990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10714,10714,10714,0.321,0.321,0.321
99995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10715,10715,10715,0.309,0.309,0.309
100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10717,10717,10717,0.327,0.327,0.327
100035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10722,10722,10722,0.319,0.319,0.319
100051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10725,10725,10725,0.319,0.319,0.319
100104,244,244,244,0.829049421,0.829049421,0.829049421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10736,10736,10736,0.317,0.317,0.317
100147,,,,,,,,,,,,,,,,,,,2203,2203,2203,0.854,0.854,0.854,,,,,,,,,,,,
100153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10743,10743,10743,0.346,0.346,0.346
100170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10746,10746,10746,0.336,0.336,0.336
100178,,,,,,,,,,,,,,,,,,,2204,2204,2204,0.845,0.845,0.845,,,,,,,,,,,,
100187,,,,,,,248,248,248,0.21038638373484522,0.21038638373484522,0.21038638373484522,,,,,,,,,,,,,,,,,,,,,,,,
100196,,,,,,,,,,,,,256,256,256,0.8460760204956496,0.8460760204956496,0.8460760204956496,,,,,,,,,,,,,,,,,,
100199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10751,10751,10751,0.356,0.356,0.356
100208,,,,,,,,,,,,,,,,,,,2205,2205,2205,0.847,0.847,0.847,,,,,,,,,,,,
100232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10757,10757,10757,0.368,0.368,0.368
100238,,,,,,,,,,,,,,,,,,,2206,2206,2206,0.848,0.848,0.848,,,,,,,,,,,,
100269,,,,,,,,,,,,,,,,,,,2207,2207,2207,0.841,0.841,0.841,,,,,,,,,,,,
100299,,,,,,,,,,,,,,,,,,,2208,2208,2208,0.833,0.833,0.833,,,,,,,,,,,,
100329,,,,,,,,,,,,,,,,,,,2209,2209,2209,0.839,0.839,0.839,,,,,,,,,,,,
100360,,,,,,,,,,,,,,,,,,,2210,2210,2210,0.824,0.824,0.824,,,,,,,,,,,,
100390,,,,,,,,,,,,,,,,,,,2211,2211,2211,0.821,0.821,0.821,,,,,,,,,,,,
100448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10758,10758,10758,0.358,0.358,0.358
100453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10759,10759,10759,0.348,0.348,0.348
100459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10760,10760,10760,0.357,0.357,0.357
100464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10761,10761,10761,0.348,0.348,0.348
100478,245,245,245,0.7994050283258795,0.7994050283258795,0.7994050283258795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10764,10764,10764,0.347,0.347,0.347
100487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10765,10765,10765,0.356,0.356,0.356
100515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10770,10770,10770,0.355,0.355,0.355
100520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10771,10771,10771,0.364,0.364,0.364
100537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10774,10774,10774,0.363,0.363,0.363
100546,,,,,,,,,,,,,,,,,,,2212,2212,2212,0.8165,0.8165,0.8165,,,,,,,,,,,,
100548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10776,10776,10776,0.335,0.335,0.335
100554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10777,10777,10777,0.344,0.344,0.344
100565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10779,10779,10779,0.355,0.355,0.355
100566,,,,,,,249,249,249,0.20968336848387686,0.20968336848387686,0.20968336848387686,,,,,,,,,,,,,,,,,,,,,,,,
100576,,,,,,,,,,,,,,,,,,,2213,2213,2213,0.8165,0.8165,0.8165,,,,,,,,,,,,
100582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10782,10782,10782,0.357,0.357,0.357
100587,,,,,,,,,,,,,257,257,257,0.8374575862587007,0.8374575862587007,0.8374575862587007,,,,,,,,,,,,,10783,10783,10783,0.356,0.356,0.356
100599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10785,10785,10785,0.356,0.356,0.356
100606,,,,,,,,,,,,,,,,,,,2214,2214,2214,0.8315,0.8315,0.8315,,,,,,,,,,,,
100637,,,,,,,,,,,,,,,,,,,2215,2215,2215,0.8305,0.8305,0.8305,,,,,,,,,,,,
100649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10794,10794,10794,0.356,0.356,0.356
100654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10795,10795,10795,0.336,0.336,0.336
100666,,,,,,,,,,,,,,,,,,,,,,,,,146,146,146,0.373,0.373,0.373,,,,,,
100667,,,,,,,,,,,,,,,,,,,2216,2216,2216,0.8195,0.8195,0.8195,,,,,,,,,,,,
100671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10798,10798,10798,0.384,0.384,0.384
100682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,10800,10800,0.382,0.382,0.382
100697,,,,,,,,,,,,,,,,,,,2217,2217,2217,0.8195,0.8195,0.8195,,,,,,,,,,,,
100705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10804,10804,10804,0.38,0.38,0.38
100728,,,,,,,,,,,,,,,,,,,2218,2218,2218,0.8235,0.8235,0.8235,,,,,,,,,,,,
100738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10810,10810,10810,0.331,0.331,0.331
100758,,,,,,,,,,,,,,,,,,,2219,2219,2219,0.8185,0.8185,0.8185,,,,,,,,,,,,
100852,246,246,246,0.7465558206701429,0.7465558206701429,0.7465558206701429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100917,,,,,,,,,,,,,,,,,,,2220,2220,2220,0.8165,0.8165,0.8165,,,,,,,,,,,,
100946,,,,,,,250,250,250,0.21867922903846096,0.21867922903846096,0.21867922903846096,,,,,,,,,,,,,,,,,,,,,,,,
100948,,,,,,,,,,,,,,,,,,,2221,2221,2221,0.8245,0.8245,0.8245,,,,,,,,,,,,
100970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10814,10814,10814,0.338,0.338,0.338
100978,,,,,,,,,,,,,,,,,,,2222,2222,2222,0.8185,0.8185,0.8185,,,,,,,,,,,,
100979,,,,,,,,,,,,,258,258,258,0.8346897387352267,0.8346897387352267,0.8346897387352267,,,,,,,,,,,,,,,,,,
100993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10818,10818,10818,0.299,0.299,0.299
100998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10819,10819,10819,0.298,0.298,0.298
101008,,,,,,,,,,,,,,,,,,,2223,2223,2223,0.8115,0.8115,0.8115,,,,,,,,,,,,
101010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10821,10821,10821,0.297,0.297,0.297
101015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10822,10822,10822,0.298,0.298,0.298
101032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10825,10825,10825,0.298,0.298,0.298
101039,,,,,,,,,,,,,,,,,,,2224,2224,2224,0.8035,0.8035,0.8035,,,,,,,,,,,,
101069,,,,,,,,,,,,,,,,,,,2225,2225,2225,0.8125,0.8125,0.8125,,,,,,,,,,,,
101071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10832,10832,10832,0.339,0.339,0.339
101077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10833,10833,10833,0.338,0.338,0.338
101088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10835,10835,10835,0.347,0.347,0.347
101099,,,,,,,,,,,,,,,,,,,2226,2226,2226,0.8095,0.8095,0.8095,,,,,,,10837,10837,10837,0.396,0.396,0.396
101105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10838,10838,10838,0.405,0.405,0.405
101130,,,,,,,,,,,,,,,,,,,2227,2227,2227,0.8085,0.8085,0.8085,,,,,,,,,,,,
101145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10845,10845,10845,0.498,0.498,0.498
101150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10846,10846,10846,0.478,0.478,0.478
101160,,,,,,,,,,,,,,,,,,,2228,2228,2228,0.7955,0.7955,0.7955,,,,,,,,,,,,
101162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10848,10848,10848,0.469,0.469,0.469
101167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10849,10849,10849,0.449,0.449,0.449
101206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10856,10856,10856,0.46,0.46,0.46
101226,247,247,247,0.7429518054279367,0.7429518054279367,0.7429518054279367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10861,10861,10861,0.441,0.441,0.441
101240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10862,10862,10862,0.443,0.443,0.443
101251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10864,10864,10864,0.444,0.444,0.444
101273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10868,10868,10868,0.388,0.388,0.388
101285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10870,10870,10870,0.399,0.399,0.399
101300,,,,,,,,,,,,,,,,,,,2229,2229,2229,0.7955,0.7955,0.7955,,,,,,,,,,,,
101325,,,,,,,251,251,251,0.2132137716319873,0.2132137716319873,0.2132137716319873,,,,,,,,,,,,,,,,,,,,,,,,
101331,,,,,,,,,,,,,,,,,,,2230,2230,2230,0.7825,0.7825,0.7825,,,,,,,,,,,,
101361,,,,,,,,,,,,,,,,,,,2231,2231,2231,0.7815,0.7815,0.7815,,,,,,,,,,,,
101370,,,,,,,,,,,,,259,259,259,0.839759887,0.839759887,0.839759887,,,,,,,,,,,,,,,,,,
101391,,,,,,,,,,,,,,,,,,,2232,2232,2232,0.7925,0.7925,0.7925,,,,,,,,,,,,
101422,,,,,,,,,,,,,,,,,,,2233,2233,2233,0.7985,0.7985,0.7985,,,,,,,,,,,,
101452,,,,,,,,,,,,,,,,,,,2234,2234,2234,0.8115,0.8115,0.8115,,,,,,,,,,,,
101482,,,,,,,,,,,,,,,,,,,2235,2235,2235,0.8225,0.8225,0.8225,,,,,,,,,,,,
101490,,,,,,,,,,,,,,,,,,,,,,,,,147,147,147,0.402,0.402,0.402,,,,,,
101502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10872,10872,10872,0.411,0.411,0.411
101507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10873,10873,10873,0.411,0.411,0.411
101515,,,,,,,,,,,,,,,,,,,,,,,,,148,148,148,0.34,0.34,0.34,,,,,,
101524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10876,10876,10876,0.441,0.441,0.441
101535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10878,10878,10878,0.449,0.449,0.449
101552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10881,10881,10881,0.436,0.436,0.436
101569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10884,10884,10884,0.468,0.468,0.468
101574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10885,10885,10885,0.449,0.449,0.449
101580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10886,10886,10886,0.449,0.449,0.449
101586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10887,10887,10887,0.438,0.438,0.438
101601,248,248,248,0.7425586574341647,0.7425586574341647,0.7425586574341647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10891,10891,10891,0.427,0.427,0.427
101623,,,,,,,,,,,,,,,,,,,2236,2236,2236,0.8255,0.8255,0.8255,,,,,,,,,,,,
101625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10894,10894,10894,0.445,0.445,0.445
101630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10895,10895,10895,0.453,0.453,0.453
101636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10896,10896,10896,0.452,0.452,0.452
101642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10897,10897,10897,0.46,0.46,0.46
101653,,,,,,,,,,,,,,,,,,,2237,2237,2237,0.829,0.829,0.829,,,,,,,,,,,,
101665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10901,10901,10901,0.442,0.442,0.442
101670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10902,10902,10902,0.434,0.434,0.434
101676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10903,10903,10903,0.425,0.425,0.425
101683,,,,,,,,,,,,,,,,,,,2238,2238,2238,0.839,0.839,0.839,,,,,,,,,,,,
101687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10905,10905,10905,0.416,0.416,0.416
101705,,,,,,,252,252,252,0.21321377163198735,0.21321377163198735,0.21321377163198735,,,,,,,,,,,,,,,,,,,,,,,,
101714,,,,,,,,,,,,,,,,,,,2239,2239,2239,0.842,0.842,0.842,,,,,,,,,,,,
101715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10910,10910,10910,0.405,0.405,0.405
101743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10915,10915,10915,0.384,0.384,0.384
101744,,,,,,,,,,,,,,,,,,,2240,2240,2240,0.834,0.834,0.834,,,,,,,,,,,,
101754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10917,10917,10917,0.404,0.404,0.404
101762,,,,,,,,,,,,,260,260,260,0.8424107506109985,0.8424107506109985,0.8424107506109985,,,,,,,,,,,,,,,,,,
101775,,,,,,,,,,,,,,,,,,,2241,2241,2241,0.84,0.84,0.84,,,,,,,,,,,,
101777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10921,10921,10921,0.387,0.387,0.387
101788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10923,10923,10923,0.389,0.389,0.389
101805,,,,,,,,,,,,,,,,,,,2242,2242,2242,0.84,0.84,0.84,,,,,,,,,,,,
101968,,,,,,,,,,,,,,,,,,,2243,2243,2243,0.836,0.836,0.836,,,,,,,,,,,,
101975,249,249,249,0.75845089,0.75845089,0.75845089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10926,10926,10926,0.388,0.388,0.388
101998,,,,,,,,,,,,,,,,,,,2244,2244,2244,0.828,0.828,0.828,,,,,,,10927,10927,10927,0.388,0.388,0.388
102003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10928,10928,10928,0.389,0.389,0.389
102009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10929,10929,10929,0.406,0.406,0.406
102029,,,,,,,,,,,,,,,,,,,2245,2245,2245,0.835,0.835,0.835,,,,,,,,,,,,
102059,,,,,,,,,,,,,,,,,,,2246,2246,2246,0.838,0.838,0.838,,,,,,,,,,,,
102070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10940,10940,10940,0.414,0.414,0.414
102076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10941,10941,10941,0.397,0.397,0.397
102084,,,,,,,253,253,253,0.20881956925417522,0.20881956925417522,0.20881956925417522,,,,,,,,,,,,,,,,,,,,,,,,
102089,,,,,,,,,,,,,,,,,,,2247,2247,2247,0.838,0.838,0.838,,,,,,,,,,,,
102098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10945,10945,10945,0.41,0.41,0.41
102120,,,,,,,,,,,,,,,,,,,2248,2248,2248,0.837,0.837,0.837,,,,,,,,,,,,
102132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10951,10951,10951,0.387,0.387,0.387
102137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10952,10952,10952,0.397,0.397,0.397
102149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10954,10954,10954,0.369,0.369,0.369
102150,,,,,,,,,,,,,,,,,,,2249,2249,2249,0.841,0.841,0.841,,,,,,,,,,,,
102153,,,,,,,,,,,,,261,261,261,0.837753714,0.837753714,0.837753714,,,,,,,,,,,,,,,,,,
102165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10957,10957,10957,0.38,0.38,0.38
102180,,,,,,,,,,,,,,,,,,,2250,2250,2250,0.829,0.829,0.829,,,,,,,,,,,,
102205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10964,10964,10964,0.383,0.383,0.383
102211,,,,,,,,,,,,,,,,,,,2251,2251,2251,0.826,0.826,0.826,,,,,,,,,,,,
102221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10967,10967,10967,0.401,0.401,0.401
102227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10968,10968,10968,0.391,0.391,0.391
102250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10972,10972,10972,0.391,0.391,0.391
102256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10973,10973,10973,0.381,0.381,0.381
102336,,,,,,,,,,,,,,,,,,,2252,2252,2252,0.824,0.824,0.824,,,,,,,,,,,,
102349,250,250,250,0.7279785124195833,0.7279785124195833,0.7279785124195833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102358,,,,,,,,,,,,,,,,,,,,,,,,,149,149,149,0.389,0.389,0.389,,,,,,
102366,,,,,,,,,,,,,,,,,,,2253,2253,2253,0.836,0.836,0.836,,,,,,,,,,,,
102397,,,,,,,,,,,,,,,,,,,2254,2254,2254,0.844,0.844,0.844,,,,,,,,,,,,
102427,,,,,,,,,,,,,,,,,,,2255,2255,2255,0.865,0.865,0.865,,,,,,,,,,,,
102457,,,,,,,,,,,,,,,,,,,2256,2256,2256,0.876,0.876,0.876,,,,,,,,,,,,
102461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10977,10977,10977,0.421,0.421,0.421
102464,,,,,,,254,254,254,0.22950129284592163,0.22950129284592163,0.22950129284592163,,,,,,,,,,,,,,,,,,,,,,,,
102483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10981,10981,10981,0.423,0.423,0.423
102488,,,,,,,,,,,,,,,,,,,2257,2257,2257,0.862,0.862,0.862,,,,,,,,,,,,
102489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10982,10982,10982,0.404,0.404,0.404
102500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10984,10984,10984,0.405,0.405,0.405
102511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10986,10986,10986,0.421,0.421,0.421
102517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10987,10987,10987,0.411,0.411,0.411
